taxa_clean,taxonID,taxonRank,acceptedNameUsageID,taxonomicStatus,update_date,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,vernacularName
Mammillaria,ITIS:19778,genus,ITIS:19778,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,pincushion cactus
Yucca baccata,ITIS:43134,species,ITIS:43134,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Yucca,baccata,,banana yucca
Euphorbiaceae,ITIS:28031,family,ITIS:28031,accepted,2017-04-25,NA,NA,NA,NA,NA,NA,,,spurge
Mammillaria grahamii,ITIS:19780,species,ITIS:19780,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria,grahamii,,Grahams pincushion cactus
Agave murpheyi,ITIS:182679,species,ITIS:182679,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Agave,murpheyi,,Murpheys century plant
Ligustrum japonicum,ITIS:503449,species,ITIS:503449,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,japonicum,,Japanese privet
Cereus peruvianus,ITIS:19896,species,ITIS:908214,synonym,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,repandus,,NA
Cereus peruvianus,ITIS:909697,species,ITIS:908214,synonym,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,repandus,,NA
Ligustrum,ITIS:32973,genus,ITIS:32973,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,privet
Freesia,ITIS:43291,genus,ITIS:43291,accepted,2012-10-26,NA,NA,NA,NA,NA,NA,,,freesia
Tagetes lemmonii,ITIS:38484,species,ITIS:38484,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Tagetes,lemmonii,,Lemmons marigold
Quercus,ITIS:19276,genus,ITIS:19276,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,oak
Euonymus,ITIS:27945,genus,ITIS:27945,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,spindletree
Dianthus,ITIS:20275,genus,ITIS:20275,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,pink
Baccharis salicifolia,ITIS:183763,species,ITIS:183763,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Baccharis,salicifolia,,seepwillow baccharis
Pachycereus schottii,ITIS:504089,species,ITIS:504089,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Pachycereus,schottii,,senita cactus
Fouquieria,ITIS:500285,genus,ITIS:500285,accepted,2012-09-26,NA,NA,NA,NA,NA,NA,,,ocotillo
Stenocereus thurberi,ITIS:505365,species,ITIS:505365,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,thurberi,,Pitayo dulce
Cyperus,ITIS:39882,genus,ITIS:39882,accepted,2011-02-04,NA,NA,NA,NA,NA,NA,,,flatsedge
Pelargonium hortorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euryops,ITIS:37347,genus,ITIS:37347,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,euryops
Dracaena,ITIS:208958,genus,ITIS:208958,accepted,2022-02-25,NA,NA,NA,NA,NA,NA,,,NA
Dracaena,ITIS:500631,genus,ITIS:500631,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,dracaena
Tetraneuris acaulis,ITIS:38508,species,ITIS:38508,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Tetraneuris,acaulis,,stemless four nerve daisy
Justicia,ITIS:34351,genus,ITIS:34351,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,water willow
Cupressus,ITIS:183455,genus,ITIS:183455,accepted,2011-07-25,NA,NA,NA,NA,NA,NA,,,cypress
Arundo donax,ITIS:41450,species,ITIS:41450,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Arundo,donax,,giantreed
Cylindropuntia leptocaulis,ITIS:907718,species,ITIS:907718,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,leptocaulis,,tesajo cactus
Gladiolus,ITIS:43293,genus,ITIS:43293,accepted,2011-02-04,NA,NA,NA,NA,NA,NA,,,gladiolus
Campis radicans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enchylaena tomentosa,ITIS:822787,species,ITIS:822787,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Enchylaena,tomentosa,,ruby saltbush
Russelia equisetiformis,ITIS:34023,species,ITIS:34023,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Russelia,equisetiformis,,fountainbush
Pennisetum,ITIS:42000,genus,ITIS:40569,synonym,2017-06-28,NA,NA,NA,NA,NA,NA,,,sandbur
Zauschneria californica,ITIS:523626,species,ITIS:524047,synonym,2011-12-08,NA,NA,NA,NA,NA,NA,,,hummingbird trumpet
Ziziphus obtusifolia,ITIS:28596,species,ITIS:28596,accepted,2011-10-27,Plantae,NA,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,obtusifolia,,lotebush
Cassia artemisioides,ITIS:25740,species,ITIS:507170,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Senna,artemisioides,,silver senna
Solanum rantonettii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calendula officinalis,ITIS:36910,species,ITIS:36910,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Calendula,officinalis,,Scotch marigold
Oenothera speciosa,ITIS:27415,species,ITIS:27415,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Myrtales,Onagraceae,Oenothera,speciosa,,pinkladies
Kalanchoe blossfeldiana,ITIS:503268,species,ITIS:503268,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,blossfeldiana,,Madagascar widows thrill
Ipomoea batatas,ITIS:30764,species,ITIS:30764,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,batatas,,sweetpotato
Cyclamen persicum,ITIS:505950,species,ITIS:505950,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Ericales,Primulaceae,Cyclamen,persicum,,florists cyclamen
Penstemon parryi,ITIS:33741,species,ITIS:33741,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Penstemon,parryi,,Parrys penstemon
Gutierrezia sarothrae,ITIS:37483,species,ITIS:37483,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Gutierrezia,sarothrae,,yellow top
Porophyllum gracile,ITIS:38261,species,ITIS:38261,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Porophyllum,gracile,,slender poreleaf
Adenophyllum porophylloides,ITIS:185203,species,ITIS:185203,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Adenophyllum,porophylloides,,San Felipe dyssodia
Broussonetia papyrifera,ITIS:19107,species,ITIS:19107,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Rosales,Moraceae,Broussonetia,papyrifera,,wauke
Olea,ITIS:32989,genus,ITIS:32989,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,olive
Olea,ITIS:77997,genus,ITIS:77997,accepted,2000-03-31,NA,NA,NA,NA,NA,NA,,,NA
Wisteria sinensis,ITIS:27023,species,ITIS:27023,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Wisteria,sinensis,,Chinese wisteria
Gossypium harknessii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podocarpus macrophyllus,ITIS:183490,species,ITIS:183490,accepted,2011-07-25,Plantae,NA,Pinopsida,Pinales,Podocarpaceae,Podocarpus,macrophyllus,,yew plum pine
Lophocereus marginatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grewia occidentalis,ITIS:845773,species,ITIS:845773,accepted,2012-02-27,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Grewia,occidentalis,,crossberry
Aizoaceae,ITIS:19897,family,ITIS:19897,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,iceplants
Dasylirion,ITIS:42910,genus,ITIS:42910,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,sotol
Tetraneuris scaposa,ITIS:38514,species,ITIS:38514,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Tetraneuris,scaposa,,stemmy four nerve daisy
Sphagneticola trilobata,ITIS:565537,species,ITIS:565537,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,trilobata,,Bay Biscayne creeping oxeye
Mandevilla sanderi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cylindropuntia acanthocarpa,ITIS:907736,species,ITIS:907736,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,acanthocarpa,,NA
Jasminum mesneyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonicera japonica,ITIS:35283,species,ITIS:35283,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,japonica,,Japanese honeysuckle
Kroenleinia grusonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamiaceae,ITIS:32251,family,ITIS:32251,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,mints
Podranea ricasoliana,ITIS:504477,species,ITIS:504477,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Bignoniaceae,Podranea,ricasoliana,,Zimbabwe creeper
